"@timestamp","message"
"2023-08-29T00:27:22.702Z","DST Manager: [0] OrgId: 5373602768183155046, AssetId: 8792024790020424972, Error occured: A call to ""POST /devices/359739072541154/commands"" failed. 404 - The requested resource could not be found."
"2023-08-29T00:27:22.624Z","Sending command UpdateAssetTimezoneDeviation to mobile unit: 8792024790020424972"
"2023-08-29T00:27:22.593Z","DST Manager: [0] Adding task 1 of 1. Org: 5373602768183155046 Mobileunit: 8792024790020424972"
"2023-08-29T00:27:22.577Z","DST Manager: [0] OrgId: 5373602768183155046, AssetId: 8611252080628037202, Error occured: A call to ""POST /devices/351579052017654/commands"" failed. 404 - The requested resource could not be found."
"2023-08-29T00:27:22.502Z","Sending command UpdateAssetTimezoneDeviation to mobile unit: 8611252080628037202"
"2023-08-29T00:27:22.452Z","DST Manager: [0] Adding task 1 of 1. Org: 5373602768183155046 Mobileunit: 8611252080628037202"
"2023-08-29T00:27:22.437Z","DST Manager: [0] OrgId: 2917825023515165344, AssetId: 8488945698613806458, Error occured: A call to ""POST /devices/352253060740809/commands"" failed. 404 - The requested resource could not be found."
"2023-08-29T00:27:22.359Z","Sending command UpdateAssetTimezoneDeviation to mobile unit: 8488945698613806458"
"2023-08-29T00:27:22.329Z","DST Manager: [0] Adding task 1 of 1. Org: 2917825023515165344 Mobileunit: 8488945698613806458"
"2023-08-29T00:27:22.312Z","DST Manager: [0] OrgId: 5373602768183155046, AssetId: 8280386157773174560, Error occured: A call to ""POST /devices/352739092809265/commands"" failed. 404 - The requested resource could not be found."
"2023-08-29T00:27:22.218Z","Sending command UpdateAssetTimezoneDeviation to mobile unit: 8280386157773174560"
"2023-08-29T00:27:22.203Z","DST Manager: [0] Adding task 1 of 1. Org: 5373602768183155046 Mobileunit: 8280386157773174560"
"2023-08-29T00:27:22.171Z","DST Manager: [0] OrgId: 5373602768183155046, AssetId: 8279737640166508676, Error occured: A call to ""POST /devices/359739075961229/commands"" failed. 404 - The requested resource could not be found."
"2023-08-29T00:27:22.093Z","Sending command UpdateAssetTimezoneDeviation to mobile unit: 8279737640166508676"
"2023-08-29T00:27:22.077Z","DST Manager: [0] Adding task 1 of 1. Org: 5373602768183155046 Mobileunit: 8279737640166508676"
